time,BTC,ETH,XEC,SHIB,DOGE,SOL,XRP,AXS,LUNA,OMG,BUSD,BNB,DOT,ADA,FIL,LTC,TRX,USDT,ATOM,XTZ,LINK,EOS,AVAX,ALGO,STPT,BCH,ICP,ETC,FTT,NFT,OKB,XLM,THETA,UNI,BTT,MATIC,JST,USDC,VET,DYDX,QTUM,ICX,HBAR,FTM,IOST,CRV,SRM,NEAR,XMR,COMP,SUSHI,SLP,FET,ONE,NEO,WIN,1INCH,GRT,COTI,CHZ,BSV,ZEC,RUNE,EGLD,CELO,ZIL,REN,DASH,AAVE,WAVES,FLOW,MANA,ONT,MIOTA,CELR,KSM,SNX,TT,DENT,CAKE,MINA,HT,ENJ,SXP,XEM,SC,YFI,WBTC,AMP,CVC,SAND,POLY,KLAY,AR,RSR,ANKR,HOT,ELF,RVN
1633362660,47661.27,3322.25,0.0002278,1.029e-05,0.2214,166.34,1.028,143.45,46.68,17.01,1.001,419.73,30.8,2.186,68.36,162.99,0.09174,1.001,37.15,8.558,26.13,4.461,65.82,1.951,0.05529,541.11,48.2,51.38,54.49,3.01e-06,17.24,0.3003,5.872,24.89,0.003389,1.262,0.06784,1.0,0.1078,24.07,13.41,2.114,0.3902,1.4,0.05299,2.729,8.463,7.65,256.85,315.96,10.31,0.0901,0.7475,0.1816,42.41,0.0004542,3.001,0.7098,0.5327,0.2795,142.08,114.2,8.443,242.58,6.05,0.09721,1.133,171.39,300.76,26.34,20.08,0.7793,0.8505,1.19,0.1454,333.3,10.33,0.01049,0.0001997,19.26,4.31,8.033,1.586,2.317,0.1607,0.01579,30251.24,47607.84,0.05012,0.4996,0.8164,0.9203,1.233,54.48,0.03432,0.08242,0.008909,0.6649,0.1076
1633362720,47643.53,3324.96,0.0002278,1.019e-05,0.2217,166.48,1.028,143.45,46.68,17.0,1.0,420.37,30.83,2.185,68.29,163.05,0.09172,1.001,37.11,8.547,26.15,4.459,65.89,1.951,0.05527,541.23,48.14,51.41,54.55,3e-06,17.28,0.3002,5.87,24.9,0.003391,1.262,0.06783,0.9998,0.1078,24.15,13.42,2.102,0.389,1.403,0.05307,2.73,8.463,7.656,256.46,315.97,10.33,0.09051,0.7458,0.1815,42.39,0.0004533,3.001,0.7117,0.5335,0.2795,142.07,114.15,8.45,242.6,6.056,0.09693,1.135,171.33,300.78,26.21,20.05,0.7786,0.8515,1.185,0.1453,333.16,10.33,0.01048,0.0001997,19.25,4.31,8.038,1.585,2.319,0.1605,0.01579,30261.25,47646.68,0.05013,0.5005,0.8152,0.9177,1.233,54.46,0.03461,0.08242,0.008909,0.6661,0.1077
1633362780,47655.26,3325.77,0.0002278,1.02e-05,0.2218,166.64,1.029,143.47,46.66,17.0,0.9999,420.65,30.83,2.186,68.45,163.18,0.0917,1.0,37.13,8.536,26.16,4.466,65.86,1.95,0.05528,541.02,48.15,51.4,54.58,3.01e-06,17.17,0.3006,5.881,24.91,0.003387,1.262,0.06778,1.0,0.1078,24.08,13.4,2.106,0.3889,1.407,0.0529,2.735,8.471,7.658,256.81,315.73,10.33,0.09049,0.7462,0.1815,42.4,0.0004538,3.002,0.7118,0.5334,0.2797,142.11,114.18,8.441,242.71,6.041,0.09712,1.134,171.58,301.11,26.35,20.08,0.7808,0.8514,1.191,0.1453,333.57,10.34,0.01048,0.0001997,19.24,4.31,8.054,1.583,2.32,0.1616,0.01579,30268.27,47665.73,0.05014,0.5007,0.8149,0.9231,1.231,54.52,0.03459,0.08257,0.008876,0.6695,0.1072
1633362840,47646.86,3324.81,0.0002278,1.023e-05,0.222,166.7,1.029,143.46,46.66,17.0,1.0,420.26,30.83,2.185,68.47,163.15,0.09172,1.001,37.13,8.543,26.13,4.465,65.85,1.95,0.05527,540.79,48.14,51.42,54.55,3.01e-06,17.3,0.3006,5.88,24.91,0.003387,1.262,0.06773,1.0,0.1078,24.04,13.41,2.103,0.3885,1.406,0.05336,2.733,8.465,7.667,256.72,315.8,10.33,0.09027,0.7468,0.1811,42.4,0.0004538,3.004,0.7116,0.5329,0.2799,142.23,114.16,8.44,242.81,6.043,0.09721,1.133,171.54,301.12,26.21,20.2,0.7824,0.8523,1.198,0.1458,333.61,10.35,0.01048,0.0001997,19.25,4.311,8.046,1.58,2.32,0.1617,0.01581,30275.72,47644.53,0.05015,0.5004,0.8148,0.9229,1.227,54.49,0.03458,0.08259,0.008876,0.6706,0.1077
1633362900,47599.65,3317.89,0.0002295,1.015e-05,0.2211,166.1,1.027,143.04,46.57,16.98,0.9994,419.6,30.76,2.183,68.17,162.79,0.09164,1.0,37.01,8.499,26.1,4.457,65.69,1.94,0.05522,540.26,48.1,51.29,54.36,3.01e-06,17.27,0.3002,5.869,24.83,0.003384,1.26,0.06762,1.0,0.1075,24.02,13.36,2.098,0.3873,1.4,0.05331,2.726,8.448,7.625,256.47,315.15,10.29,0.08985,0.7454,0.1808,42.35,0.0004519,2.989,0.7115,0.5323,0.2791,142.13,114.0,8.415,241.57,6.032,0.0968,1.129,171.07,300.47,26.33,20.01,0.7813,0.8494,1.192,0.1452,332.45,10.32,0.01047,0.005806,19.23,4.291,8.045,1.574,2.313,0.1606,0.01577,30185.06,47545.36,0.05013,0.4994,0.813,0.9196,1.229,54.41,0.03451,0.08221,0.008958,0.6705,0.1075
1633362960,47595.79,3318.32,0.0002295,1.009e-05,0.2213,166.04,1.028,143.26,46.57,16.94,1.0,419.59,30.77,2.182,68.28,162.92,0.09164,1.0,36.99,8.514,26.08,4.458,65.68,1.941,0.05521,540.21,48.07,51.31,54.46,3e-06,17.12,0.3001,5.864,24.87,0.003385,1.261,0.06766,0.9999,0.1076,24.02,13.4,2.099,0.3876,1.4,0.05331,2.724,8.441,7.645,256.4,314.85,10.3,0.09029,0.7454,0.1809,42.34,0.0004518,2.995,0.711,0.5323,0.2792,142.12,114.04,8.419,242.02,6.001,0.097,1.131,171.06,300.88,26.29,20.13,0.78,0.8495,1.192,0.1452,332.74,10.32,0.01047,0.0001997,19.2,4.286,8.048,1.575,2.315,0.1617,0.01578,30195.41,47551.53,0.05014,0.4993,0.8129,0.9191,1.228,54.5,0.03456,0.08236,0.008876,0.671,0.1076
1633363020,47587.3,3314.78,0.0002295,1.016e-05,0.2211,165.65,1.027,143.18,46.52,16.95,1.0,419.15,30.74,2.182,68.21,162.49,0.09164,1.0,36.94,8.51,26.07,4.458,65.58,1.939,0.0552,539.64,48.06,51.29,54.43,2.99e-06,17.12,0.2999,5.858,24.84,0.003381,1.261,0.06765,0.9996,0.1075,23.9,13.35,2.097,0.3867,1.398,0.0533,2.723,8.434,7.658,256.35,314.48,10.29,0.09016,0.7453,0.1799,42.32,0.0004516,2.992,0.7103,0.5328,0.279,142.05,113.97,8.413,241.58,6.009,0.09686,1.128,171.02,300.51,26.12,19.97,0.7792,0.8486,1.192,0.1451,331.92,10.33,0.01047,0.005768,19.2,4.27,8.022,1.577,2.313,0.1613,0.0157,30178.44,47533.95,0.05028,0.4988,0.8125,0.9184,1.229,54.25,0.03426,0.08227,0.009042,0.6696,0.1072
1633363080,47616.57,3314.52,0.0002286,1.024e-05,0.2213,165.85,1.028,143.05,46.65,16.99,0.9988,419.57,30.75,2.18,68.2,162.56,0.09156,1.0,36.91,8.513,26.05,4.458,65.62,1.939,0.05524,539.97,48.14,51.31,54.5,3e-06,17.12,0.3003,5.862,24.85,0.003381,1.26,0.06778,0.9997,0.1074,24.04,13.37,2.099,0.3881,1.403,0.05293,2.721,8.451,7.637,256.56,313.7,10.29,0.09006,0.7461,0.1806,42.32,0.0004523,3.001,0.711,0.5315,0.2785,142.04,114.04,8.422,241.8,6.018,0.09693,1.129,171.04,299.78,26.27,19.93,0.7788,0.849,1.188,0.1452,332.36,10.33,0.01048,0.0001997,19.2,4.27,8.011,1.577,2.314,0.1544,0.01574,30183.48,47629.65,0.05018,0.4995,0.8133,0.919,1.229,54.28,0.03447,0.08232,0.008982,0.6681,0.1076
1633363140,47727.87,3324.91,0.0002286,1.029e-05,0.2225,166.53,1.033,143.37,46.7,17.08,0.9983,421.02,30.92,2.187,68.64,162.95,0.09171,0.9991,37.08,8.557,26.21,4.478,65.82,1.958,0.05536,541.47,48.29,51.53,54.76,3e-06,17.22,0.3014,5.892,24.95,0.00339,1.268,0.06793,0.9992,0.1079,24.11,13.42,2.117,0.3901,1.409,0.05313,2.74,8.495,7.656,257.95,314.04,10.34,0.0906,0.7476,0.1816,42.39,0.0004544,3.01,0.7157,0.5348,0.2802,142.18,114.45,8.466,242.55,6.033,0.097,1.135,171.89,301.76,26.33,20.2,0.7805,0.8491,1.196,0.1451,333.11,10.39,0.0105,0.0001997,19.25,4.294,8.032,1.589,2.323,0.1616,0.01575,30325.39,47704.74,0.0503,0.501,0.8166,0.9226,1.232,54.36,0.03469,0.08284,0.009077,0.6696,0.1073
1633363200,47779.2,3320.74,0.0002286,1.031e-05,0.2225,166.4,1.032,142.88,46.8,17.04,0.9999,420.33,30.84,2.187,68.63,162.72,0.09176,1.001,37.05,8.563,26.18,4.47,65.89,1.96,0.05542,540.15,48.21,51.46,54.63,2.99e-06,17.19,0.3014,5.891,24.9,0.003387,1.267,0.06768,1.001,0.1078,24.0,13.43,2.113,0.3884,1.407,0.05313,2.735,8.493,7.649,257.72,315.45,10.33,0.08996,0.7476,0.1815,42.53,0.0004544,3.008,0.7146,0.5354,0.2796,142.62,114.55,8.463,242.87,6.026,0.09716,1.134,171.72,301.56,26.35,20.03,0.7853,0.8501,1.196,0.1457,334.03,10.38,0.01051,0.005845,19.25,4.308,8.063,1.587,2.322,0.161,0.0158,30311.08,47785.45,0.05017,0.5007,0.8165,0.9226,1.234,54.52,0.03454,0.08287,0.008877,0.6703,0.1081
1633363260,47764.53,3317.21,0.0002286,1.022e-05,0.2226,166.14,1.031,143.03,46.75,17.01,1.0,420.24,30.86,2.186,68.73,162.75,0.09176,1.001,37.08,8.556,26.15,4.469,65.87,1.965,0.05541,540.53,48.14,51.43,54.53,2.98e-06,17.3,0.3019,5.885,24.89,0.003384,1.266,0.06767,1.0,0.1078,24.02,13.42,2.113,0.3884,1.404,0.05302,2.731,8.476,7.659,257.58,314.91,10.31,0.08996,0.7489,0.184,42.39,0.0004538,3.002,0.7142,0.5347,0.2793,143.05,114.55,8.454,242.85,6.022,0.09702,1.133,171.52,301.31,26.17,20.12,0.7853,0.8523,1.195,0.1457,333.38,10.36,0.01051,0.005838,19.24,4.305,8.058,1.586,2.323,0.1614,0.01576,30235.74,47764.53,0.0502,0.5006,0.8157,0.9242,1.234,54.4,0.03463,0.08272,0.009075,0.6694,0.1081
1633363320,47759.38,3318.67,0.0002286,1.018e-05,0.2225,166.28,1.032,143.31,46.82,17.01,1.0,420.48,30.88,2.188,68.59,162.86,0.09173,1.001,37.07,8.556,26.16,4.472,65.86,1.966,0.0554,540.64,48.16,51.48,54.53,2.95e-06,17.28,0.3018,5.884,24.9,0.003385,1.266,0.0677,1.0,0.1079,24.15,13.45,2.111,0.3892,1.404,0.05313,2.732,8.484,7.659,257.61,314.85,10.31,0.09,0.7487,0.1833,42.44,0.0004541,3.009,0.7142,0.535,0.2795,143.42,114.57,8.479,242.92,6.031,0.09695,1.135,171.55,301.19,26.35,20.11,0.7857,0.8506,1.195,0.1457,333.53,10.36,0.01051,0.005874,19.23,4.29,8.026,1.588,2.321,0.1604,0.0158,30283.38,47788.85,0.05017,0.5008,0.8153,0.9222,1.233,54.49,0.03451,0.08273,0.008877,0.6696,0.108
1633363380,47840.66,3323.37,0.0002295,1.014e-05,0.2228,166.45,1.033,143.86,47.03,17.02,1.0,421.15,30.97,2.19,68.79,163.16,0.0918,1.001,37.18,8.601,26.19,4.487,65.97,1.967,0.0555,541.56,48.28,51.54,54.66,2.94e-06,17.17,0.3027,5.899,24.9,0.003391,1.268,0.0678,1.001,0.1082,24.16,13.47,2.117,0.3895,1.405,0.05321,2.739,8.504,7.683,258.03,315.01,10.34,0.09053,0.7508,0.1844,42.59,0.000455,3.01,0.715,0.5373,0.2802,145.63,114.77,8.501,243.24,6.046,0.09723,1.136,171.77,302.06,26.25,20.0,0.7864,0.8523,1.201,0.1464,334.0,10.39,0.01052,0.005882,19.28,4.29,8.024,1.592,2.324,0.1555,0.01579,30319.54,47823.29,0.05015,0.5018,0.8171,0.9243,1.236,54.59,0.03472,0.08274,0.008877,0.6707,0.1079
1633363440,47781.21,3319.56,0.0002295,1.014e-05,0.2225,166.09,1.033,143.77,47.14,17.04,0.9991,420.68,30.94,2.191,68.73,163.08,0.09181,1.0,37.1,8.589,26.19,4.48,65.82,1.968,0.05543,541.36,48.27,51.49,54.55,2.93e-06,17.16,0.3026,5.887,24.91,0.003386,1.267,0.06775,1.0,0.1082,24.1,13.46,2.116,0.3895,1.403,0.05351,2.737,8.501,7.674,257.83,315.36,10.34,0.09066,0.7496,0.1835,42.5,0.0004539,3.013,0.7145,0.5372,0.2799,146.11,114.58,8.512,243.0,6.041,0.09742,1.138,171.68,302.28,26.21,20.05,0.7879,0.8515,1.199,0.1462,333.59,10.37,0.01051,0.005842,19.26,4.297,8.022,1.591,2.325,0.1609,0.01583,30340.93,47801.66,0.05013,0.5012,0.8166,0.9231,1.237,54.61,0.03452,0.08289,0.009029,0.6696,0.1081
1633363500,47861.65,3327.75,0.0002295,1.023e-05,0.2236,166.63,1.034,144.31,47.47,17.07,1.0,421.44,30.99,2.193,68.89,163.39,0.09181,1.001,37.12,8.604,26.27,4.49,65.91,1.972,0.05552,542.64,48.27,51.6,54.7,2.96e-06,17.19,0.3027,5.897,24.97,0.003428,1.27,0.06785,0.9995,0.1086,24.27,13.49,2.118,0.3905,1.407,0.05361,2.738,8.523,7.691,258.21,315.65,10.36,0.09095,0.7499,0.184,42.59,0.0004542,3.023,0.7165,0.5376,0.2805,145.98,114.82,8.547,243.09,6.044,0.0975,1.138,172.03,302.74,26.26,20.08,0.7864,0.8523,1.2,0.1474,333.95,10.37,0.01053,0.0001997,19.3,4.299,8.027,1.594,2.329,0.1616,0.01584,30400.59,47886.32,0.05014,0.5036,0.8184,0.9218,1.242,54.8,0.03446,0.083,0.008878,0.671,0.1086
1633363560,47925.75,3330.82,0.0002295,1.022e-05,0.2237,167.31,1.035,144.9,47.94,17.16,1.0,421.77,31.06,2.195,69.01,163.57,0.0919,1.001,37.17,8.615,26.29,4.493,66.04,1.976,0.05559,543.11,48.38,51.62,54.81,2.96e-06,17.2,0.303,5.909,25.03,0.003396,1.27,0.06792,1.0,0.1087,24.21,13.51,2.12,0.3914,1.411,0.05333,2.747,8.548,7.716,258.32,316.53,10.37,0.09113,0.7513,0.1838,42.68,0.0004558,3.027,0.716,0.539,0.281,146.46,115.07,8.542,243.64,6.06,0.09739,1.14,172.25,302.83,26.28,20.13,0.7893,0.856,1.202,0.1476,334.14,10.4,0.01054,0.005896,19.33,4.31,8.049,1.598,2.331,0.1613,0.01585,30422.12,47925.75,0.05014,0.5042,0.8188,0.9193,1.246,54.87,0.03482,0.08305,0.008939,0.671,0.1085
1633363620,48027.97,3335.57,0.0002295,1.029e-05,0.2239,167.65,1.037,144.56,47.93,17.28,1.0,422.44,31.07,2.2,69.18,163.91,0.09205,1.001,37.36,8.658,26.31,4.508,66.09,1.98,0.05571,544.06,48.48,51.78,55.0,2.96e-06,17.3,0.3031,5.917,25.07,0.003401,1.272,0.06801,1.001,0.1091,24.3,13.55,2.129,0.3927,1.414,0.0534,2.748,8.568,7.733,258.68,317.04,10.39,0.09106,0.7531,0.1854,42.74,0.000458,3.032,0.7163,0.5408,0.2813,146.39,115.32,8.612,244.02,6.06,0.09767,1.14,172.61,305.58,26.34,20.17,0.7911,0.8572,1.203,0.1479,335.52,10.43,0.01057,0.005904,19.34,4.33,8.075,1.599,2.334,0.1611,0.01586,30484.57,48032.21,0.05016,0.5036,0.8193,0.9236,1.253,55.04,0.03486,0.08327,0.009106,0.6725,0.1085
1633363680,48030.31,3335.18,0.0002295,1.043e-05,0.224,167.66,1.039,144.63,48.01,17.29,0.9996,423.05,31.11,2.2,69.36,164.05,0.09212,1.001,37.39,8.654,26.37,4.512,66.14,1.977,0.05572,544.08,48.49,51.82,54.98,2.97e-06,17.3,0.3035,5.917,25.08,0.003435,1.274,0.0679,1.001,0.109,24.33,13.55,2.13,0.3929,1.416,0.05379,2.749,8.567,7.728,258.84,317.38,10.4,0.09145,0.7535,0.1852,42.75,0.0004587,3.035,0.7167,0.5396,0.2814,145.92,115.37,8.618,244.09,6.072,0.09781,1.145,172.63,306.44,26.34,20.19,0.7917,0.8591,1.203,0.1479,335.54,10.44,0.01057,0.005903,19.33,4.323,8.084,1.603,2.34,0.1603,0.01591,30505.37,47993.24,0.05018,0.5055,0.8203,0.9227,1.253,54.99,0.03458,0.08322,0.008951,0.6717,0.1086
1633363740,48009.89,3334.9,0.0002295,1.038e-05,0.224,167.64,1.039,144.42,48.55,17.24,1.0,422.78,31.13,2.195,69.36,164.12,0.09218,1.0,37.39,8.657,26.36,4.51,66.11,1.976,0.05569,544.07,48.41,51.8,55.08,2.97e-06,17.31,0.3034,5.92,25.06,0.003406,1.272,0.06793,1.001,0.109,24.37,13.56,2.127,0.3931,1.421,0.05329,2.749,8.562,7.744,259.02,317.27,10.39,0.09134,0.7544,0.1851,42.73,0.0004585,3.039,0.7162,0.5396,0.2812,145.57,115.37,8.65,244.23,6.07,0.09825,1.147,172.55,306.31,26.34,20.27,0.7916,0.856,1.194,0.1474,335.64,10.44,0.01056,0.005903,19.31,4.32,8.12,1.601,2.34,0.1616,0.01591,30490.14,47989.21,0.05019,0.5053,0.8233,0.9223,1.251,54.88,0.03457,0.08319,0.009122,0.6741,0.1085
1633363800,48022.97,3336.93,0.0002295,1.036e-05,0.2242,167.63,1.039,144.37,48.71,17.24,1.0,422.93,31.1,2.197,69.43,164.11,0.09217,1.001,37.35,8.641,26.38,4.508,66.18,1.978,0.05571,544.1,48.43,51.86,55.15,2.97e-06,17.32,0.3035,5.921,25.07,0.003437,1.275,0.06797,1.001,0.1089,24.31,13.54,2.141,0.3933,1.423,0.05342,2.751,8.576,7.737,258.7,317.43,10.39,0.09106,0.7546,0.1844,42.75,0.0004573,3.039,0.7166,0.5405,0.2813,145.56,115.4,8.622,244.44,6.077,0.09787,1.147,172.69,306.07,26.37,20.32,0.7919,0.859,1.204,0.1479,335.73,10.44,0.01057,0.005906,19.35,4.32,8.109,1.603,2.341,0.1613,0.0159,30489.18,48018.42,0.0502,0.5047,0.8237,0.923,1.252,54.79,0.03506,0.0832,0.008981,0.6733,0.1087
1633363860,48045.47,3343.12,0.0002295,1.042e-05,0.2242,167.77,1.04,144.2,48.8,17.25,1.002,423.17,31.15,2.2,69.81,164.25,0.09221,1.0,37.43,8.614,26.4,4.508,66.25,1.981,0.05573,544.36,48.43,51.92,55.16,2.97e-06,17.47,0.3038,5.927,25.12,0.003443,1.276,0.06807,1.001,0.1091,24.29,13.56,2.146,0.3945,1.431,0.05352,2.764,8.584,7.745,258.92,318.19,10.41,0.09123,0.7554,0.185,42.73,0.0004578,3.042,0.717,0.5392,0.2818,145.39,115.45,8.662,244.99,6.074,0.09799,1.149,172.82,307.07,26.46,20.45,0.7929,0.8585,1.203,0.148,335.48,10.46,0.01057,0.0001997,19.36,4.332,8.11,1.607,2.343,0.1616,0.01592,30490.49,48007.2,0.05083,0.5059,0.8246,0.923,1.253,54.79,0.03494,0.08329,0.009129,0.6746,0.1088
1633363920,48052.27,3345.62,0.0002295,1.039e-05,0.2243,168.23,1.04,143.99,48.79,17.25,1.0,423.53,31.16,2.2,69.7,164.16,0.09236,1.001,37.44,8.615,26.41,4.513,66.26,1.988,0.05574,544.48,48.53,51.93,55.24,2.97e-06,17.26,0.3043,5.93,25.13,0.003446,1.277,0.06808,1.0,0.1093,24.27,13.57,2.151,0.3952,1.43,0.05334,2.763,8.582,7.746,259.0,318.45,10.42,0.09147,0.7559,0.1856,42.79,0.0004579,3.041,0.7174,0.5397,0.282,145.41,115.47,8.722,244.83,6.084,0.09799,1.15,172.89,307.73,26.38,20.58,0.7936,0.8582,1.208,0.148,335.89,10.47,0.01057,0.0001997,19.35,4.33,8.104,1.608,2.345,0.1619,0.01596,30508.6,48043.1,0.05085,0.5064,0.8248,0.9221,1.253,54.78,0.035,0.08335,0.0091,0.6765,0.1107
1633363980,48138.78,3350.08,0.0002295,1.042e-05,0.2245,168.55,1.043,144.44,48.96,17.26,1.0,424.03,31.17,2.201,69.96,164.29,0.09238,1.001,37.57,8.656,26.46,4.527,66.43,1.987,0.05584,545.16,48.55,51.99,55.32,2.98e-06,17.28,0.3045,5.945,25.21,0.003417,1.279,0.06821,1.0,0.1094,24.3,13.58,2.166,0.3954,1.431,0.0536,2.763,8.6,7.75,259.13,318.71,10.42,0.09092,0.7561,0.186,42.93,0.0004588,3.045,0.7179,0.5416,0.2824,145.52,115.73,8.727,245.12,6.092,0.09791,1.151,173.13,307.98,26.48,20.56,0.7935,0.8603,1.209,0.1487,335.92,10.48,0.01059,0.00593,19.39,4.33,8.111,1.611,2.346,0.1566,0.01598,30539.19,48140.65,0.0508,0.5058,0.8252,0.9238,1.256,54.93,0.0351,0.08352,0.009146,0.6764,0.1105
1633364040,48177.92,3352.33,0.0002295,1.042e-05,0.2245,168.55,1.042,144.54,48.99,17.25,0.9989,424.28,31.18,2.204,69.89,164.37,0.09241,1.001,37.6,8.649,26.49,4.524,66.73,1.985,0.05589,544.14,48.6,52.03,55.38,2.99e-06,17.33,0.3046,5.944,25.23,0.003419,1.28,0.06822,0.9992,0.1096,24.32,13.61,2.164,0.3968,1.431,0.05396,2.774,8.619,7.757,259.29,319.14,10.44,0.08991,0.7586,0.1864,42.93,0.0004621,3.047,0.7187,0.5421,0.2825,145.64,115.87,8.745,245.04,6.09,0.09821,1.155,173.29,308.12,26.45,20.65,0.7948,0.8589,1.211,0.1489,335.94,10.5,0.0106,0.0001997,19.4,4.33,8.11,1.612,2.346,0.161,0.0159,30586.15,48139.46,0.05082,0.5082,0.8243,0.9236,1.257,54.97,0.03508,0.0834,0.008981,0.6755,0.1101
1633364100,48256.13,3365.49,0.0002295,1.048e-05,0.2248,169.06,1.044,145.76,48.95,17.3,1.001,425.4,31.28,2.206,70.34,164.65,0.09258,0.9997,37.64,8.675,26.57,4.534,67.12,1.994,0.05598,545.2,48.63,52.12,55.47,2.99e-06,17.36,0.3048,5.955,25.25,0.003408,1.28,0.06845,1.0,0.11,24.32,13.6,2.162,0.3969,1.435,0.05368,2.777,8.638,7.769,259.15,319.31,10.47,0.09033,0.7599,0.1862,42.98,0.0004623,3.048,0.7191,0.5433,0.2831,145.88,116.13,8.754,245.62,6.102,0.09866,1.158,173.49,308.46,26.52,20.68,0.7954,0.8628,1.213,0.1481,337.56,10.51,0.01062,0.0001997,19.4,4.353,8.131,1.615,2.351,0.1616,0.01601,30652.33,48328.44,0.05095,0.5084,0.8275,0.9227,1.257,55.06,0.03511,0.08362,0.008981,0.6778,0.1101
1633364160,48359.31,3368.78,0.0002295,1.051e-05,0.2251,169.55,1.046,145.55,48.94,17.43,1.001,424.97,31.27,2.208,70.35,164.94,0.09265,1.001,37.68,8.675,26.65,4.54,67.42,1.997,0.0561,545.98,48.76,52.17,55.44,2.99e-06,17.41,0.3055,5.968,25.33,0.003412,1.282,0.06855,1.001,0.1102,24.34,13.66,2.162,0.3971,1.435,0.0537,2.776,8.658,7.776,260.08,319.94,10.48,0.09018,0.7605,0.187,43.05,0.0004623,3.058,0.7194,0.5448,0.2836,146.09,116.26,8.786,245.67,6.115,0.09868,1.159,173.76,309.59,26.52,20.64,0.7934,0.8629,1.213,0.1489,337.27,10.53,0.01064,0.005963,19.43,4.343,8.123,1.618,2.356,0.1616,0.01596,30681.17,48375.68,0.05097,0.5082,0.8275,0.9232,1.259,55.18,0.0352,0.08354,0.008991,0.6775,0.1112
1633364220,48268.02,3359.16,0.0002295,1.047e-05,0.2242,168.58,1.043,145.44,48.87,17.39,1.0,423.79,31.24,2.201,69.84,164.73,0.09262,1.0,37.53,8.648,26.56,4.529,66.75,1.989,0.05599,545.43,48.64,52.1,55.29,2.98e-06,17.39,0.3048,5.956,25.22,0.003426,1.278,0.06836,1.0,0.1101,24.3,13.6,2.154,0.3955,1.428,0.05348,2.776,8.614,7.767,259.54,318.69,10.43,0.09023,0.7586,0.1853,42.97,0.0004605,3.049,0.7185,0.5448,0.2834,145.67,115.99,8.763,244.77,6.093,0.09827,1.158,173.48,308.01,26.46,20.55,0.7886,0.8616,1.207,0.1477,337.31,10.49,0.01062,0.005912,19.38,4.362,8.09,1.61,2.349,0.1621,0.016,30608.57,48268.02,0.05098,0.5071,0.8254,0.9214,1.256,55.12,0.03502,0.08343,0.009013,0.6762,0.1112
1633364280,48373.49,3364.2,0.0002295,1.048e-05,0.2245,169.01,1.043,145.61,48.99,17.35,1.0,424.49,31.22,2.203,69.93,165.01,0.09257,1.001,37.57,8.656,26.61,4.534,67.19,1.992,0.05611,546.14,48.71,52.08,55.34,2.98e-06,17.55,0.3046,5.969,25.23,0.003431,1.28,0.06846,1.001,0.1105,24.36,13.63,2.154,0.3951,1.431,0.05356,2.768,8.636,7.798,260.25,318.95,10.45,0.09033,0.7578,0.1864,43.05,0.0004604,3.056,0.7184,0.5428,0.2832,145.85,116.19,8.796,245.3,6.098,0.09827,1.155,173.72,308.65,26.54,20.63,0.7886,0.861,1.211,0.1485,336.42,10.51,0.01064,0.0001997,19.41,4.367,8.082,1.611,2.352,0.1611,0.01645,30623.17,48309.91,0.05096,0.5073,0.8277,0.923,1.257,55.39,0.03508,0.08315,0.009015,0.6763,0.1107
1633364340,48590.5,3367.71,0.0002295,1.045e-05,0.2248,169.12,1.047,145.71,49.22,17.33,1.001,425.31,31.32,2.206,69.91,165.12,0.09274,1.004,37.62,8.708,26.68,4.541,67.3,1.994,0.05588,546.51,48.8,52.23,55.49,2.99e-06,17.51,0.3051,5.986,25.26,0.003435,1.282,0.06857,1.002,0.111,24.43,13.64,2.164,0.3978,1.433,0.05361,2.763,8.653,7.828,259.91,319.85,10.44,0.09039,0.7578,0.1866,43.17,0.0004617,3.067,0.718,0.542,0.2838,146.31,116.16,8.818,245.12,6.098,0.0983,1.154,174.21,309.8,26.6,20.73,0.7894,0.8673,1.214,0.1487,337.95,10.5,0.01069,0.0001997,19.46,4.379,8.106,1.616,2.356,0.1613,0.01608,30620.39,48590.5,0.05111,0.5079,0.8276,0.9266,1.261,55.44,0.03515,0.08335,0.009016,0.6762,0.1106
1633364400,48578.84,3382.21,0.0002295,1.048e-05,0.225,169.33,1.045,146.13,49.21,17.32,0.9977,424.15,31.29,2.205,70.11,165.73,0.09293,0.9992,37.55,8.747,26.77,4.546,67.09,1.987,0.05587,547.19,48.88,52.39,55.41,2.99e-06,17.45,0.3056,5.975,25.31,0.00345,1.282,0.06903,1.0,0.1113,24.38,13.67,2.169,0.3979,1.435,0.05378,2.777,8.66,7.797,260.84,320.27,10.47,0.09054,0.7577,0.1855,43.21,0.0004627,3.068,0.7185,0.5417,0.2838,146.17,116.34,8.806,245.52,6.114,0.09857,1.16,174.61,309.49,26.58,20.65,0.7896,0.8669,1.216,0.1482,337.53,10.51,0.01069,0.005919,19.36,4.381,8.127,1.621,2.35,0.1574,0.01608,30698.91,48578.84,0.05107,0.5085,0.8287,0.922,1.259,55.28,0.03513,0.08341,0.009029,0.6781,0.1104
